"index","eco","group","subgroup","variant","pgn","san","fen","mv","board"
"1717","D55","Closed Games and Semi-Closed Games","QGD","Neo-Orthodox Variation ","1. d4 d5 2. c4 e6 3. Nc3 Nf6 4. Bg5 Be7 5. e3 O-O 6. Nf3 h6","h6","rnbq1rk1/ppp1bppp/4pn2/3p2B1/2PP4/2N1PN2/PP3PPP/R2QKB1R b KQ - 2 6","6.  ... h6","tl -- -- -- -- -- -- -- -- tr 
8| rw nb bw qb -w rb kw -b || 
7| pb pw pb -w bb pw pb -w || 
6| -w -b -w -b pw nb -w pb || 
5| -b -w -b pw -b -w Bb -w || 
4| -w -b Pw Pb -w -b -w -b || 
3| -b -w Nb -w Pb Nw -b -w || 
2| Pw Pb -w -b -w Pb Pw Pb || 
1| Rb -w -b Qw Kb Bw -b Rw || 
bl a- b- c- d- e- f- g- h- br 
"
"1718","D55","Closed Games and Semi-Closed Games","QGD","Neo-Orthodox Variation , 7.Bxf6","1. d4 d5 2. c4 e6 3. Nc3 Nf6 4. Bg5 Be7 5. e3 O-O 6. Nf3 h6 7. Bxf6","Bxf6","rnbq1rk1/ppp1bpp1/4pn1p/3p2B1/2PP4/2N1PN2/PP3PPP/R2QKB1R w KQ - 0 7","7. Bxf6 ... ","tl -- -- -- -- -- -- -- -- tr 
8| rw nb bw qb -w rb kw -b || 
7| pb pw pb -w bb pw pb -w || 
6| -w -b -w -b pw Bb -w pb || 
5| -b -w -b pw -b -w -b -w || 
4| -w -b Pw Pb -w -b -w -b || 
3| -b -w Nb -w Pb Nw -b -w || 
2| Pw Pb -w -b -w Pb Pw Pb || 
1| Rb -w -b Qw Kb Bw -b Rw || 
bl a- b- c- d- e- f- g- h- br 
"
"1719","D55","Closed Games and Semi-Closed Games","QGD","Petrosian Variation ","1. d4 d5 2. c4 e6 3. Nc3 Nf6 4. Bg5 Be7 5. e3 O-O 6. Nf3 h6 7. Bxf6 Bxf6 8. Rc1 c6 9. Bd3 Nd7 10. O-O dxc4 11. Bxc4","Bxc4","r1bq1rk1/pp1n1pp1/2p1pb1p/8/2pP4/2NBPN2/PP3PPP/2RQ1RK1 w - - 0 11","11. Bxc4 ... ","tl -- -- -- -- -- -- -- -- tr 
8| rw -b bw qb -w rb kw -b || 
7| pb pw -b nw -b pw pb -w || 
6| -w -b pw -b pw bb -w pb || 
5| -b -w -b -w -b -w -b -w || 
4| -w -b Bw Pb -w -b -w -b || 
3| -b -w Nb -w Pb Nw -b -w || 
2| Pw Pb -w -b -w Pb Pw Pb || 
1| -b -w Rb Qw -b Rw Kb -w || 
bl a- b- c- d- e- f- g- h- br 
"
"1720","D55","Closed Games and Semi-Closed Games","QGD","Neo-Orthodox Variation , 7.Bh4","1. d4 d5 2. c4 e6 3. Nc3 Nf6 4. Bg5 Be7 5. e3 O-O 6. Nf3 h6 7. Bh4","Bh4","rnbq1rk1/ppp1bpp1/4pn1p/3p2B1/2PP4/2N1PN2/PP3PPP/R2QKB1R w KQ - 0 7","7. Bh4 ... ","tl -- -- -- -- -- -- -- -- tr 
8| rw nb bw qb -w rb kw -b || 
7| pb pw pb -w bb pw pb -w || 
6| -w -b -w -b pw nb -w pb || 
5| -b -w -b pw -b -w -b -w || 
4| -w -b Pw Pb -w -b -w Bb || 
3| -b -w Nb -w Pb Nw -b -w || 
2| Pw Pb -w -b -w Pb Pw Pb || 
1| Rb -w -b Qw Kb Bw -b Rw || 
bl a- b- c- d- e- f- g- h- br 
"
"1721","D56","Closed Games and Semi-Closed Games","QGD","Lasker defense","1. d4 d5 2. c4 e6 3. Nc3 Nf6 4. Bg5 Be7 5. e3 O-O 6. Nf3 h6 7. Bh4 Ne4","Ne4","rnbq1rk1/ppp1bpp1/4pn1p/3p4/2PP3B/2N1PN2/PP3PPP/R2QKB1R b KQ - 1 7","7.  ... Ne4","tl -- -- -- -- -- -- -- -- tr 
8| rw nb bw qb -w rb kw -b || 
7| pb pw pb -w bb pw pb -w || 
6| -w -b -w -b pw -b -w pb || 
5| -b -w -b pw -b -w -b -w || 
4| -w -b Pw Pb nw -b -w Bb || 
3| -b -w Nb -w Pb Nw -b -w || 
2| Pw Pb -w -b -w Pb Pw Pb || 
1| Rb -w -b Qw Kb Bw -b Rw || 
bl a- b- c- d- e- f- g- h- br 
"
"1722","D56","Closed Games and Semi-Closed Games","QGD","Lasker defense, Teichmann Variation ","1. d4 d5 2. c4 e6 3. Nc3 Nf6 4. Bg5 Be7 5. e3 O-O 6. Nf3 h6 7. Bh4 Ne4 8. Bxe7 Qxe7 9. Qc2","Qc2","rnb2rk1/ppp1qpp1/4p2p/3p4/2PPn3/2N1PN2/PP3PPP/R2QKB1R w KQ - 0 9","9. Qc2 ... ","tl -- -- -- -- -- -- -- -- tr 
8| rw nb bw -b -w rb kw -b || 
7| pb pw pb -w qb pw pb -w || 
6| -w -b -w -b pw -b -w pb || 
5| -b -w -b pw -b -w -b -w || 
4| -w -b Pw Pb nw -b -w -b || 
3| -b -w Nb -w Pb Nw -b -w || 
2| Pw Pb Qw -b -w Pb Pw Pb || 
1| Rb -w -b -w Kb Bw -b Rw || 
bl a- b- c- d- e- f- g- h- br 
"
"1723","D56","Closed Games and Semi-Closed Games","QGD","Lasker defense, Russian Variation ","1. d4 d5 2. c4 e6 3. Nc3 Nf6 4. Bg5 Be7 5. e3 O-O 6. Nf3 h6 7. Bh4 Ne4 8. Bxe7 Qxe7 9. Qc2 Nf6 10. Bd3 dxc4 11. Bxc4 c5 12. O-O Nc6 13. Rfd1 Bd7","Bd7","r1b2rk1/pp2qpp1/2n1pn1p/2p5/2BP4/2N1PN2/PPQ2PPP/R2R2K1 b - - 3 13","13.  ... Bd7","tl -- -- -- -- -- -- -- -- tr 
8| rw -b -w -b -w rb kw -b || 
7| pb pw -b bw qb pw pb -w || 
6| -w -b nw -b pw nb -w pb || 
5| -b -w pb -w -b -w -b -w || 
4| -w -b Bw Pb -w -b -w -b || 
3| -b -w Nb -w Pb Nw -b -w || 
2| Pw Pb Qw -b -w Pb Pw Pb || 
1| Rb -w -b Rw -b -w Kb -w || 
bl a- b- c- d- e- f- g- h- br 
"
"1724","D57","Closed Games and Semi-Closed Games","QGD","Lasker defense, Main line","1. d4 d5 2. c4 e6 3. Nc3 Nf6 4. Bg5 Be7 5. e3 O-O 6. Nf3 h6 7. Bh4 Ne4 8. Bxe7 Qxe7 9. cxd5 Nxc3 10. bxc3","bxc3","rnb2rk1/ppp1qpp1/4p2p/3P4/3P4/2n1PN2/PP3PPP/R2QKB1R w KQ - 0 10","10. bxc3 ... ","tl -- -- -- -- -- -- -- -- tr 
8| rw nb bw -b -w rb kw -b || 
7| pb pw pb -w qb pw pb -w || 
6| -w -b -w -b pw -b -w pb || 
5| -b -w -b Pw -b -w -b -w || 
4| -w -b -w Pb -w -b -w -b || 
3| -b -w Pb -w Pb Nw -b -w || 
2| Pw -b -w -b -w Pb Pw Pb || 
1| Rb -w -b Qw Kb Bw -b Rw || 
bl a- b- c- d- e- f- g- h- br 
"
"1725","D57","Closed Games and Semi-Closed Games","QGD","Lasker defense, Bernstein Variation ","1. d4 d5 2. c4 e6 3. Nc3 Nf6 4. Bg5 Be7 5. e3 O-O 6. Nf3 h6 7. Bh4 Ne4 8. Bxe7 Qxe7 9. cxd5 Nxc3 10. bxc3 exd5 11. Qb3 Qd6","Qd6","rnb2rk1/ppp1qpp1/7p/3p4/3P4/1QP1PN2/P4PPP/R3KB1R b KQ - 1 11","11.  ... Qd6","tl -- -- -- -- -- -- -- -- tr 
8| rw nb bw -b -w rb kw -b || 
7| pb pw pb -w -b pw pb -w || 
6| -w -b -w qb -w -b -w pb || 
5| -b -w -b pw -b -w -b -w || 
4| -w -b -w Pb -w -b -w -b || 
3| -b Qw Pb -w Pb Nw -b -w || 
2| Pw -b -w -b -w Pb Pw Pb || 
1| Rb -w -b -w Kb Bw -b Rw || 
bl a- b- c- d- e- f- g- h- br 
"
"1726","D58","Closed Games and Semi-Closed Games","QGD","Tartakower (Makagonov-Bondarevsky) system","1. d4 d5 2. c4 e6 3. Nc3 Nf6 4. Bg5 Be7 5. e3 O-O 6. Nf3 h6 7. Bh4 b6","b6","rnbq1rk1/ppp1bpp1/4pn1p/3p4/2PP3B/2N1PN2/PP3PPP/R2QKB1R b KQ - 1 7","7.  ... b6","tl -- -- -- -- -- -- -- -- tr 
8| rw nb bw qb -w rb kw -b || 
7| pb -w pb -w bb pw pb -w || 
6| -w pb -w -b pw nb -w pb || 
5| -b -w -b pw -b -w -b -w || 
4| -w -b Pw Pb -w -b -w Bb || 
3| -b -w Nb -w Pb Nw -b -w || 
2| Pw Pb -w -b -w Pb Pw Pb || 
1| Rb -w -b Qw Kb Bw -b Rw || 
bl a- b- c- d- e- f- g- h- br 
"
"1727","D59","Closed Games and Semi-Closed Games","QGD","Tartakower (Makagonov-Bondarevsky) system, 8.cd Nxd5","1. d4 d5 2. c4 e6 3. Nc3 Nf6 4. Bg5 Be7 5. e3 O-O 6. Nf3 h6 7. Bh4 b6 8. cxd5 Nxd5","Nxd5","rnbq1rk1/p1p1bpp1/1p2pn1p/3P4/3P3B/2N1PN2/PP3PPP/R2QKB1R b KQ - 0 8","8.  ... Nxd5","tl -- -- -- -- -- -- -- -- tr 
8| rw nb bw qb -w rb kw -b || 
7| pb -w pb -w bb pw pb -w || 
6| -w pb -w -b pw -b -w pb || 
5| -b -w -b nw -b -w -b -w || 
4| -w -b -w Pb -w -b -w Bb || 
3| -b -w Nb -w Pb Nw -b -w || 
2| Pw Pb -w -b -w Pb Pw Pb || 
1| Rb -w -b Qw Kb Bw -b Rw || 
bl a- b- c- d- e- f- g- h- br 
"
"1728","D59","Closed Games and Semi-Closed Games","QGD","Tartakower Variation ","1. d4 d5 2. c4 e6 3. Nc3 Nf6 4. Bg5 Be7 5. e3 O-O 6. Nf3 h6 7. Bh4 b6 8. cxd5 Nxd5 9. Bxe7 Qxe7 10. Nxd5 exd5 11. Rc1 Be6","Be6","rnb2rk1/p1p1qpp1/1p5p/3p4/3P4/4PN2/PP3PPP/2RQKB1R b K - 1 11","11.  ... Be6","tl -- -- -- -- -- -- -- -- tr 
8| rw nb -w -b -w rb kw -b || 
7| pb -w pb -w qb pw pb -w || 
6| -w pb -w -b bw -b -w pb || 
5| -b -w -b pw -b -w -b -w || 
4| -w -b -w Pb -w -b -w -b || 
3| -b -w -b -w Pb Nw -b -w || 
2| Pw Pb -w -b -w Pb Pw Pb || 
1| -b -w Rb Qw Kb Bw -b Rw || 
bl a- b- c- d- e- f- g- h- br 
"
"1729","D60","Closed Games and Semi-Closed Games","QGD","Orthodox defense","1. d4 d5 2. c4 e6 3. Nc3 Nf6 4. Bg5 Be7 5. e3 O-O 6. Nf3 Nbd7","Nbd7","rnbq1rk1/ppp1bppp/4pn2/3p2B1/2PP4/2N1PN2/PP3PPP/R2QKB1R b KQ - 2 6","6.  ... Nbd7","tl -- -- -- -- -- -- -- -- tr 
8| rw -b bw qb -w rb kw -b || 
7| pb pw pb nw bb pw pb pw || 
6| -w -b -w -b pw nb -w -b || 
5| -b -w -b pw -b -w Bb -w || 
4| -w -b Pw Pb -w -b -w -b || 
3| -b -w Nb -w Pb Nw -b -w || 
2| Pw Pb -w -b -w Pb Pw Pb || 
1| Rb -w -b Qw Kb Bw -b Rw || 
bl a- b- c- d- e- f- g- h- br 
"
"1730","D60","Closed Games and Semi-Closed Games","QGD","Orthodox defense, Botvinnik Variation ","1. d4 d5 2. c4 e6 3. Nc3 Nf6 4. Bg5 Be7 5. e3 O-O 6. Nf3 Nbd7 7. Bd3","Bd3","r1bq1rk1/pppnbppp/4pn2/3p2B1/2PP4/2N1PN2/PP3PPP/R2QKB1R w KQ - 3 7","7. Bd3 ... ","tl -- -- -- -- -- -- -- -- tr 
8| rw -b bw qb -w rb kw -b || 
7| pb pw pb nw bb pw pb pw || 
6| -w -b -w -b pw nb -w -b || 
5| -b -w -b pw -b -w Bb -w || 
4| -w -b Pw Pb -w -b -w -b || 
3| -b -w Nb Bw Pb Nw -b -w || 
2| Pw Pb -w -b -w Pb Pw Pb || 
1| Rb -w -b Qw Kb -w -b Rw || 
bl a- b- c- d- e- f- g- h- br 
"
"1731","D60","Closed Games and Semi-Closed Games","QGD","Orthodox defense, Rauzer Variation ","1. d4 d5 2. c4 e6 3. Nc3 Nf6 4. Bg5 Be7 5. e3 O-O 6. Nf3 Nbd7 7. Qb3","Qb3","r1bq1rk1/pppnbppp/4pn2/3p2B1/2PP4/2N1PN2/PP3PPP/R2QKB1R w KQ - 3 7","7. Qb3 ... ","tl -- -- -- -- -- -- -- -- tr 
8| rw -b bw qb -w rb kw -b || 
7| pb pw pb nw bb pw pb pw || 
6| -w -b -w -b pw nb -w -b || 
5| -b -w -b pw -b -w Bb -w || 
4| -w -b Pw Pb -w -b -w -b || 
3| -b Qw Nb -w Pb Nw -b -w || 
2| Pw Pb -w -b -w Pb Pw Pb || 
1| Rb -w -b -w Kb Bw -b Rw || 
bl a- b- c- d- e- f- g- h- br 
"
"1732","D61","Closed Games and Semi-Closed Games","QGD","Orthodox defense, Rubinstein Variation ","1. d4 d5 2. c4 e6 3. Nc3 Nf6 4. Bg5 Be7 5. e3 O-O 6. Nf3 Nbd7 7. Qc2","Qc2","r1bq1rk1/pppnbppp/4pn2/3p2B1/2PP4/2N1PN2/PP3PPP/R2QKB1R w KQ - 3 7","7. Qc2 ... ","tl -- -- -- -- -- -- -- -- tr 
8| rw -b bw qb -w rb kw -b || 
7| pb pw pb nw bb pw pb pw || 
6| -w -b -w -b pw nb -w -b || 
5| -b -w -b pw -b -w Bb -w || 
4| -w -b Pw Pb -w -b -w -b || 
3| -b -w Nb -w Pb Nw -b -w || 
2| Pw Pb Qw -b -w Pb Pw Pb || 
1| Rb -w -b -w Kb Bw -b Rw || 
bl a- b- c- d- e- f- g- h- br 
"
"1733","D62","Closed Games and Semi-Closed Games","QGD","Orthodox defense, 7.Qc2 c5, 8.cd (Rubinstein)","1. d4 d5 2. c4 e6 3. Nc3 Nf6 4. Bg5 Be7 5. e3 O-O 6. Nf3 Nbd7 7. Qc2 c5 8. cxd5","cxd5","r1bq1rk1/pp1nbppp/4pn2/2pp2B1/2PP4/2N1PN2/PPQ2PPP/R3KB1R w KQ - 0 8","8. cxd5 ... ","tl -- -- -- -- -- -- -- -- tr 
8| rw -b bw qb -w rb kw -b || 
7| pb pw -b nw bb pw pb pw || 
6| -w -b -w -b pw nb -w -b || 
5| -b -w pb Pw -b -w Bb -w || 
4| -w -b -w Pb -w -b -w -b || 
3| -b -w Nb -w Pb Nw -b -w || 
2| Pw Pb Qw -b -w Pb Pw Pb || 
1| Rb -w -b -w Kb Bw -b Rw || 
bl a- b- c- d- e- f- g- h- br 
"
"1734","D63","Closed Games and Semi-Closed Games","QGD","Orthodox defense, 7.Rc1","1. d4 d5 2. c4 e6 3. Nc3 Nf6 4. Bg5 Be7 5. e3 O-O 6. Nf3 Nbd7 7. Rc1","Rc1","r1bq1rk1/pppnbppp/4pn2/3p2B1/2PP4/2N1PN2/PP3PPP/R2QKB1R w KQ - 3 7","7. Rc1 ... ","tl -- -- -- -- -- -- -- -- tr 
8| rw -b bw qb -w rb kw -b || 
7| pb pw pb nw bb pw pb pw || 
6| -w -b -w -b pw nb -w -b || 
5| -b -w -b pw -b -w Bb -w || 
4| -w -b Pw Pb -w -b -w -b || 
3| -b -w Nb -w Pb Nw -b -w || 
2| Pw Pb -w -b -w Pb Pw Pb || 
1| -b -w Rb Qw Kb Bw -b Rw || 
bl a- b- c- d- e- f- g- h- br 
"
"1735","D63","Closed Games and Semi-Closed Games","QGD","Orthodox defense, Pillsbury attack","1. d4 d5 2. c4 e6 3. Nc3 Nf6 4. Bg5 Be7 5. e3 O-O 6. Nf3 Nbd7 7. Rc1 b6 8. cxd5 exd5 9. Bd3","Bd3","r1bq1rk1/p1pnbppp/1p3n2/3p2B1/3P4/2N1PN2/PP3PPP/2RQKB1R w K - 0 9","9. Bd3 ... ","tl -- -- -- -- -- -- -- -- tr 
8| rw -b bw qb -w rb kw -b || 
7| pb -w pb nw bb pw pb pw || 
6| -w pb -w -b -w nb -w -b || 
5| -b -w -b pw -b -w Bb -w || 
4| -w -b -w Pb -w -b -w -b || 
3| -b -w Nb Bw Pb Nw -b -w || 
2| Pw Pb -w -b -w Pb Pw Pb || 
1| -b -w Rb Qw Kb -w -b Rw || 
bl a- b- c- d- e- f- g- h- br 
"
"1736","D63","Closed Games and Semi-Closed Games","QGD","Orthodox defense, Capablanca Variation ","1. d4 d5 2. c4 e6 3. Nc3 Nf6 4. Bg5 Be7 5. e3 O-O 6. Nf3 Nbd7 7. Rc1 b6 8. cxd5 exd5 9. Bb5","Bb5","r1bq1rk1/p1pnbppp/1p3n2/3p2B1/3P4/2N1PN2/PP3PPP/2RQKB1R w K - 0 9","9. Bb5 ... ","tl -- -- -- -- -- -- -- -- tr 
8| rw -b bw qb -w rb kw -b || 
7| pb -w pb nw bb pw pb pw || 
6| -w pb -w -b -w nb -w -b || 
5| -b Bw -b pw -b -w Bb -w || 
4| -w -b -w Pb -w -b -w -b || 
3| -b -w Nb -w Pb Nw -b -w || 
2| Pw Pb -w -b -w Pb Pw Pb || 
1| -b -w Rb Qw Kb -w -b Rw || 
bl a- b- c- d- e- f- g- h- br 
"
"1737","D63","Closed Games and Semi-Closed Games","QGD","Orthodox defense, Swiss (Henneberger) Variation ","1. d4 d5 2. c4 e6 3. Nc3 Nf6 4. Bg5 Be7 5. e3 O-O 6. Nf3 Nbd7 7. Rc1 a6","a6","r1bq1rk1/pppnbppp/4pn2/3p2B1/2PP4/2N1PN2/PP3PPP/2RQKB1R b K - 4 7","7.  ... a6","tl -- -- -- -- -- -- -- -- tr 
8| rw -b bw qb -w rb kw -b || 
7| -b pw pb nw bb pw pb pw || 
6| pw -b -w -b pw nb -w -b || 
5| -b -w -b pw -b -w Bb -w || 
4| -w -b Pw Pb -w -b -w -b || 
3| -b -w Nb -w Pb Nw -b -w || 
2| Pw Pb -w -b -w Pb Pw Pb || 
1| -b -w Rb Qw Kb Bw -b Rw || 
bl a- b- c- d- e- f- g- h- br 
"
"1738","D63","Closed Games and Semi-Closed Games","QGD","Orthodox defense, Swiss, Karlsbad Variation ","1. d4 d5 2. c4 e6 3. Nc3 Nf6 4. Bg5 Be7 5. e3 O-O 6. Nf3 Nbd7 7. Rc1 a6 8. cxd5","cxd5","r1bq1rk1/1ppnbppp/p3pn2/3p2B1/2PP4/2N1PN2/PP3PPP/2RQKB1R w K - 0 8","8. cxd5 ... ","tl -- -- -- -- -- -- -- -- tr 
8| rw -b bw qb -w rb kw -b || 
7| -b pw pb nw bb pw pb pw || 
6| pw -b -w -b pw nb -w -b || 
5| -b -w -b Pw -b -w Bb -w || 
4| -w -b -w Pb -w -b -w -b || 
3| -b -w Nb -w Pb Nw -b -w || 
2| Pw Pb -w -b -w Pb Pw Pb || 
1| -b -w Rb Qw Kb Bw -b Rw || 
bl a- b- c- d- e- f- g- h- br 
"
"1739","D63","Closed Games and Semi-Closed Games","QGD","Orthodox defense","1. d4 d5 2. c4 e6 3. Nc3 Nf6 4. Bg5 Be7 5. e3 O-O 6. Nf3 Nbd7 7. Rc1 c6","c6","r1bq1rk1/pppnbppp/4pn2/3p2B1/2PP4/2N1PN2/PP3PPP/2RQKB1R b K - 4 7","7.  ... c6","tl -- -- -- -- -- -- -- -- tr 
8| rw -b bw qb -w rb kw -b || 
7| pb pw -b nw bb pw pb pw || 
6| -w -b pw -b pw nb -w -b || 
5| -b -w -b pw -b -w Bb -w || 
4| -w -b Pw Pb -w -b -w -b || 
3| -b -w Nb -w Pb Nw -b -w || 
2| Pw Pb -w -b -w Pb Pw Pb || 
1| -b -w Rb Qw Kb Bw -b Rw || 
bl a- b- c- d- e- f- g- h- br 
"
"1740","D64","Closed Games and Semi-Closed Games","QGD","Orthodox defense, Rubinstein attack (with Rc1)","1. d4 d5 2. c4 e6 3. Nc3 Nf6 4. Bg5 Be7 5. e3 O-O 6. Nf3 Nbd7 7. Rc1 c6 8. Qc2","Qc2","r1bq1rk1/pp1nbppp/2p1pn2/3p2B1/2PP4/2N1PN2/PP3PPP/2RQKB1R w K - 0 8","8. Qc2 ... ","tl -- -- -- -- -- -- -- -- tr 
8| rw -b bw qb -w rb kw -b || 
7| pb pw -b nw bb pw pb pw || 
6| -w -b pw -b pw nb -w -b || 
5| -b -w -b pw -b -w Bb -w || 
4| -w -b Pw Pb -w -b -w -b || 
3| -b -w Nb -w Pb Nw -b -w || 
2| Pw Pb Qw -b -w Pb Pw Pb || 
1| -b -w Rb -w Kb Bw -b Rw || 
bl a- b- c- d- e- f- g- h- br 
"
"1741","D64","Closed Games and Semi-Closed Games","QGD","Orthodox defense, Rubinstein attack, Wolf Variation ","1. d4 d5 2. c4 e6 3. Nc3 Nf6 4. Bg5 Be7 5. e3 O-O 6. Nf3 Nbd7 7. Rc1 c6 8. Qc2 Ne4","Ne4","r1bq1rk1/pp1nbppp/2p1pn2/3p2B1/2PP4/2N1PN2/PPQ2PPP/2R1KB1R b K - 1 8","8.  ... Ne4","tl -- -- -- -- -- -- -- -- tr 
8| rw -b bw qb -w rb kw -b || 
7| pb pw -b nw bb pw pb pw || 
6| -w -b pw -b pw -b -w -b || 
5| -b -w -b pw -b -w Bb -w || 
4| -w -b Pw Pb nw -b -w -b || 
3| -b -w Nb -w Pb Nw -b -w || 
2| Pw Pb Qw -b -w Pb Pw Pb || 
1| -b -w Rb -w Kb Bw -b Rw || 
bl a- b- c- d- e- f- g- h- br 
"
"1742","D64","Closed Games and Semi-Closed Games","QGD","Orthodox defense, Rubinstein attack, Karlsbad Variation ","1. d4 d5 2. c4 e6 3. Nc3 Nf6 4. Bg5 Be7 5. e3 O-O 6. Nf3 Nbd7 7. Rc1 c6 8. Qc2 a6","a6","r1bq1rk1/pp1nbppp/2p1pn2/3p2B1/2PP4/2N1PN2/PPQ2PPP/2R1KB1R b K - 1 8","8.  ... a6","tl -- -- -- -- -- -- -- -- tr 
8| rw -b bw qb -w rb kw -b || 
7| -b pw -b nw bb pw pb pw || 
6| pw -b pw -b pw nb -w -b || 
5| -b -w -b pw -b -w Bb -w || 
4| -w -b Pw Pb -w -b -w -b || 
3| -b -w Nb -w Pb Nw -b -w || 
2| Pw Pb Qw -b -w Pb Pw Pb || 
1| -b -w Rb -w Kb Bw -b Rw || 
bl a- b- c- d- e- f- g- h- br 
"
"1743","D64","Closed Games and Semi-Closed Games","QGD","Orthodox defense, Rubinstein attack, Gruenfeld Variation ","1. d4 d5 2. c4 e6 3. Nc3 Nf6 4. Bg5 Be7 5. e3 O-O 6. Nf3 Nbd7 7. Rc1 c6 8. Qc2 a6 9. a3","a3","r1bq1rk1/1p1nbppp/p1p1pn2/3p2B1/2PP4/2N1PN2/PPQ2PPP/2R1KB1R w K - 0 9","9. a3 ... ","tl -- -- -- -- -- -- -- -- tr 
8| rw -b bw qb -w rb kw -b || 
7| -b pw -b nw bb pw pb pw || 
6| pw -b pw -b pw nb -w -b || 
5| -b -w -b pw -b -w Bb -w || 
4| -w -b Pw Pb -w -b -w -b || 
3| Pb -w Nb -w Pb Nw -b -w || 
2| -w Pb Qw -b -w Pb Pw Pb || 
1| -b -w Rb -w Kb Bw -b Rw || 
bl a- b- c- d- e- f- g- h- br 
"
"1744","D65","Closed Games and Semi-Closed Games","QGD","Orthodox defense, Rubinstein attack, Main line","1. d4 d5 2. c4 e6 3. Nc3 Nf6 4. Bg5 Be7 5. e3 O-O 6. Nf3 Nbd7 7. Rc1 c6 8. Qc2 a6 9. cxd5","cxd5","r1bq1rk1/1p1nbppp/p1p1pn2/3p2B1/2PP4/2N1PN2/PPQ2PPP/2R1KB1R w K - 0 9","9. cxd5 ... ","tl -- -- -- -- -- -- -- -- tr 
8| rw -b bw qb -w rb kw -b || 
7| -b pw -b nw bb pw pb pw || 
6| pw -b pw -b pw nb -w -b || 
5| -b -w -b Pw -b -w Bb -w || 
4| -w -b -w Pb -w -b -w -b || 
3| -b -w Nb -w Pb Nw -b -w || 
2| Pw Pb Qw -b -w Pb Pw Pb || 
1| -b -w Rb -w Kb Bw -b Rw || 
bl a- b- c- d- e- f- g- h- br 
"
"1745","D66","Closed Games and Semi-Closed Games","QGD","Orthodox defense, Bd3 line","1. d4 d5 2. c4 e6 3. Nc3 Nf6 4. Bg5 Be7 5. e3 O-O 6. Nf3 Nbd7 7. Rc1 c6 8. Bd3","Bd3","r1bq1rk1/pp1nbppp/2p1pn2/3p2B1/2PP4/2N1PN2/PP3PPP/2RQKB1R w K - 0 8","8. Bd3 ... ","tl -- -- -- -- -- -- -- -- tr 
8| rw -b bw qb -w rb kw -b || 
7| pb pw -b nw bb pw pb pw || 
6| -w -b pw -b pw nb -w -b || 
5| -b -w -b pw -b -w Bb -w || 
4| -w -b Pw Pb -w -b -w -b || 
3| -b -w Nb Bw Pb Nw -b -w || 
2| Pw Pb -w -b -w Pb Pw Pb || 
1| -b -w Rb Qw Kb -w -b Rw || 
bl a- b- c- d- e- f- g- h- br 
"
"1746","D66","Closed Games and Semi-Closed Games","QGD","Orthodox defense, Bd3 line, Fianchetto Variation ","1. d4 d5 2. c4 e6 3. Nc3 Nf6 4. Bg5 Be7 5. e3 O-O 6. Nf3 Nbd7 7. Rc1 c6 8. Bd3 dxc4 9. Bxc4 b5","b5","r1bq1rk1/pp1nbppp/2p1pn2/6B1/2BP4/2N1PN2/PP3PPP/2RQK2R b K - 0 9","9.  ... b5","tl -- -- -- -- -- -- -- -- tr 
8| rw -b bw qb -w rb kw -b || 
7| pb -w -b nw bb pw pb pw || 
6| -w -b pw -b pw nb -w -b || 
5| -b pw -b -w -b -w Bb -w || 
4| -w -b Bw Pb -w -b -w -b || 
3| -b -w Nb -w Pb Nw -b -w || 
2| Pw Pb -w -b -w Pb Pw Pb || 
1| -b -w Rb Qw Kb -w -b Rw || 
bl a- b- c- d- e- f- g- h- br 
"
"1747","D67","Closed Games and Semi-Closed Games","QGD","Orthodox defense, Bd3 line, Capablanca freeing manoevre","1. d4 d5 2. c4 e6 3. Nc3 Nf6 4. Bg5 Be7 5. e3 O-O 6. Nf3 Nbd7 7. Rc1 c6 8. Bd3 dxc4 9. Bxc4 Nd5","Nd5","r1bq1rk1/pp1nbppp/2p1pn2/6B1/2BP4/2N1PN2/PP3PPP/2RQK2R b K - 0 9","9.  ... Nd5","tl -- -- -- -- -- -- -- -- tr 
8| rw -b bw qb -w rb kw -b || 
7| pb pw -b nw bb pw pb pw || 
6| -w -b pw -b pw -b -w -b || 
5| -b -w -b nw -b -w Bb -w || 
4| -w -b Bw Pb -w -b -w -b || 
3| -b -w Nb -w Pb Nw -b -w || 
2| Pw Pb -w -b -w Pb Pw Pb || 
1| -b -w Rb Qw Kb -w -b Rw || 
bl a- b- c- d- e- f- g- h- br 
"
